area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,R,All Fixed Wireless,0.770402612,0.114798694,0.114798694,0.032100109,0,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,B,All Fixed Wireless,0.835146899,0.256800871,0.256800871,0.021218716,0,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,B,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,R,Licensed Fixed Wireless,0.770402612,0.114798694,0.114798694,0.032100109,0,0.000000000
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,B,Licensed Fixed Wireless,0.835146899,0.256800871,0.256800871,0.021218716,0,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,R,Other,0,0,0.000000000,0,0,0
Urban,Census Place,2460950,Peppermill Village,"Peppermill Village, MD",1838,B,Other,0,0.000000000,0,0,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,All Wired,0.999506173,0.999506173,0.999506173,0.999506173,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,All Wired,0.999506173,0.999506173,0.999506173,0.999506173,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Any Terrestrial,0.999835391,0.999835391,0.999835391,0.999835391,0.999588477,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Any Terrestrial,0.999917695,0.999917695,0.999917695,0.999835391,0.999588477,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,All Wired and Licensed Fixed Wireless,0.999753086,0.999753086,0.999753086,0.999753086,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,All Wired and Licensed Fixed Wireless,0.999917695,0.999917695,0.999917695,0.999753086,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Copper,0.000000000,0,0,0,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Copper,0.000000000,0,0,0,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Cable/Fiber,0.999506173,0.999506173,0.999506173,0.999506173,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Cable/Fiber,0.999506173,0.999506173,0.999506173,0.999506173,0.999506173,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Cable,0.995720165,0.995720165,0.995720165,0.995720165,0.995720165,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Cable,0.995720165,0.995720165,0.995720165,0.995720165,0.995720165,0.394979424
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Fiber,0.856378601,0.856378601,0.856378601,0.847407407,0.847407407,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Fiber,0.859341564,0.859341564,0.859341564,0.850041152,0.847489712,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,All Fixed Wireless,0.985679012,0.963539095,0.954485597,0.626666667,0.167736626,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,All Fixed Wireless,0.991769547,0.901316872,0.866172840,0.622469136,0.167736626,0.000000000
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Unlicensed Fixed Wireless,0.354403292,0.354403292,0.167736626,0.167736626,0.167736626,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Unlicensed Fixed Wireless,0.354403292,0.354403292,0.167736626,0.167736626,0.167736626,0.000000000
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Licensed Fixed Wireless,0.982386831,0.952839506,0.952839506,0.572098765,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Licensed Fixed Wireless,0.991358025,0.868888889,0.855473251,0.562469136,0,0.000000000
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,R,Other,0,0,0.000000000,0,0,0
Urban,Census Place,2460975,Perry Hall,"Perry Hall, MD",12150,B,Other,0.000000000,0,0,0,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.948106592
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,All Wired,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,All Wired,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.948106592
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Any Terrestrial,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.998597475,0.998597475,0.948106592
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,All Wired and Licensed Fixed Wireless,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.998597475,0.998597475,0.948106592
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Copper,0,0.000000000,0,0,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Copper,0,0,0,0.000000000,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Cable/Fiber,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Cable/Fiber,0.998597475,0.998597475,0.998597475,0.998597475,0.998597475,0.948106592
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Cable,0.971949509,0.971949509,0.971949509,0.971949509,0.971949509,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Cable,0.971949509,0.971949509,0.971949509,0.971949509,0.971949509,0.343618513
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Fiber,0.690042076,0.690042076,0.690042076,0.690042076,0.690042076,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Fiber,0.976157083,0.976157083,0.976157083,0.976157083,0.976157083,0.847124825
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,All Fixed Wireless,0.697054698,0.454417952,0.454417952,0.193548387,0.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,All Fixed Wireless,0.943899018,0.712482468,0.712482468,0.172510519,0.000000000,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Licensed Fixed Wireless,0.697054698,0.454417952,0.454417952,0.193548387,0,0.000000000
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Licensed Fixed Wireless,0.943899018,0.712482468,0.712482468,0.172510519,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,R,Other,0.000000000,0,0,0,0,0
Urban,Census Place,2461075,Perryman,"Perryman, MD",713,B,Other,0,0,0,0.000000000,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Any Technology,1.000000000,1.000000000,1.000000000,0.994421907,0.991379310,0.240872211
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Any Technology,1.000000000,1.000000000,1.000000000,0.908722110,0.824543611,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,All Wired,0.989858012,0.989858012,0.989858012,0.989858012,0.989858012,0.240872211
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,All Wired,0.824543611,0.824543611,0.824543611,0.824543611,0.824543611,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Any Terrestrial,0.996450304,0.996450304,0.996450304,0.994421907,0.989858012,0.240872211
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Any Terrestrial,0.999492901,0.939655172,0.938640974,0.908722110,0.824543611,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,All Wired and Licensed Fixed Wireless,0.996450304,0.996450304,0.996450304,0.994421907,0.989858012,0.240872211
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,All Wired and Licensed Fixed Wireless,0.999492901,0.939655172,0.938640974,0.908722110,0.824543611,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Copper,0,0,0,0,0.000000000,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Copper,0,0,0,0,0.000000000,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Cable/Fiber,0.989858012,0.989858012,0.989858012,0.989858012,0.989858012,0.240872211
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Cable/Fiber,0.824543611,0.824543611,0.824543611,0.824543611,0.824543611,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Cable,0.980730223,0.980730223,0.980730223,0.980730223,0.980730223,0.088235294
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Cable,0.425456389,0.425456389,0.425456389,0.425456389,0.425456389,0.088235294
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Fiber,0.167849899,0.167849899,0.167849899,0.167849899,0.167849899,0.152636917
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Fiber,0.812373225,0.812373225,0.812373225,0.812373225,0.812373225,0.805273834
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,All Satellite,1.000000000,1.000000000,1.000000000,0.003042596,0.003042596,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,All Satellite,1.000000000,1.000000000,1.000000000,0.003042596,0.003042596,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,NGSO Satellite,0.003042596,0.003042596,0.003042596,0.003042596,0.003042596,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,NGSO Satellite,0.003042596,0.003042596,0.003042596,0.003042596,0.003042596,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,All Fixed Wireless,0.968559838,0.923427992,0.923427992,0.713488844,0,0.000000000
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,All Fixed Wireless,0.996450304,0.791075051,0.786004057,0.426977688,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Licensed Fixed Wireless,0.968559838,0.923427992,0.923427992,0.713488844,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Licensed Fixed Wireless,0.996450304,0.791075051,0.786004057,0.426977688,0,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,R,Other,0,0,0,0,0.000000000,0
Urban,Census Place,2461150,Perryville,"Perryville, MD",1972,B,Other,0.000000000,0,0,0,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,All Wired,0.999149660,0.999149660,0.999149660,0.999149660,0.999149660,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,All Wired,0.999210398,0.999210398,0.999210398,0.999210398,0.999210398,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Any Terrestrial,0.999939261,0.999939261,0.999635569,0.999210398,0.999149660,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Any Terrestrial,1.000000000,1.000000000,0.999878523,0.999331876,0.999210398,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,All Wired and Licensed Fixed Wireless,0.999635569,0.999635569,0.999635569,0.999210398,0.999149660,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,All Wired and Licensed Fixed Wireless,0.999878523,0.999878523,0.999878523,0.999331876,0.999210398,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Copper,0,0,0,0,0.000000000,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Copper,0.001943635,0,0,0,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Cable/Fiber,0.999149660,0.999149660,0.999149660,0.999149660,0.999149660,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Cable/Fiber,0.999210398,0.999210398,0.999210398,0.999210398,0.999210398,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Cable,0.997752672,0.997752672,0.997752672,0.997752672,0.997752672,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Cable,0.997752672,0.997752672,0.997752672,0.997752672,0.997752672,0.986394558
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Fiber,0.766399417,0.766399417,0.766399417,0.737913022,0.737913022,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Fiber,0.774234694,0.774234694,0.774234694,0.745080175,0.742468416,0.006620505
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,All Fixed Wireless,0.990767736,0.983843537,0.796343537,0.344084062,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,All Fixed Wireless,0.996294947,0.993136540,0.713860544,0.257531584,0.000911079,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Unlicensed Fixed Wireless,0.945092323,0.945092323,0,0,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Unlicensed Fixed Wireless,0.945092323,0.945092323,0,0,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Licensed Fixed Wireless,0.905004859,0.796343537,0.796343537,0.344084062,0,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Licensed Fixed Wireless,0.920857629,0.735908649,0.713860544,0.257531584,0.000911079,0
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,R,Other,0,0,0,0,0,0.000000000
Urban,Census Place,2461400,Pikesville,"Pikesville, MD",16464,B,Other,0,0,0,0,0.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.057797165
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,All Wired,0.999454744,0.999454744,0.999454744,0.999454744,0.999454744,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,All Wired,0.999454744,0.999454744,0.999454744,0.999454744,0.999454744,0.057797165
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.999454744,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,0.999454744,0.057797165
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.999454744,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,0.999454744,0.057797165
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Copper,0,0,0,0,0.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Copper,0,0.000000000,0,0,0,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Cable/Fiber,0.999454744,0.999454744,0.999454744,0.999454744,0.999454744,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Cable/Fiber,0.999454744,0.999454744,0.999454744,0.999454744,0.999454744,0.057797165
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Cable,0.961832061,0.961832061,0.961832061,0.961832061,0.961832061,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Cable,0.961832061,0.961832061,0.961832061,0.961832061,0.961832061,0.057251908
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Fiber,0.943838604,0.943838604,0.943838604,0.943838604,0.943838604,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Fiber,0.944929117,0.944929117,0.944929117,0.944929117,0.944383860,0.000545256
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,All Fixed Wireless,0.953653217,0.904580153,0.904580153,0.670119956,0,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,All Fixed Wireless,0.968920393,0.916575791,0.916575791,0.690839695,0,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Licensed Fixed Wireless,0.953653217,0.904580153,0.904580153,0.670119956,0,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Licensed Fixed Wireless,0.968920393,0.916575791,0.916575791,0.690839695,0,0.000000000
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,R,Other,0,0,0,0,0.000000000,0
Urban,Census Place,2462175,Pleasant Hills,"Pleasant Hills, MD",1834,B,Other,0,0.000000000,0,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,All Wired,0.997802198,0.997802198,0.997802198,0.997802198,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,All Wired,0.997802198,0.997802198,0.997802198,0.997802198,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Any Terrestrial,0.999120879,0.999120879,0.999120879,0.998681319,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.998681319,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,All Wired and Licensed Fixed Wireless,0.999120879,0.999120879,0.999120879,0.998681319,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.998681319,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Copper,0,0,0,0,0.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Copper,0.000000000,0,0,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Cable/Fiber,0.997802198,0.997802198,0.997802198,0.997802198,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Cable/Fiber,0.997802198,0.997802198,0.997802198,0.997802198,0.997802198,0.368791209
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Cable,0.990769231,0.990769231,0.990769231,0.990769231,0.990769231,0.002197802
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Cable,0.990769231,0.990769231,0.990769231,0.990769231,0.990769231,0.002197802
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Fiber,0.968791209,0.968791209,0.968791209,0.968791209,0.968791209,0.367032967
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Fiber,0.968791209,0.968791209,0.968791209,0.968791209,0.968791209,0.367032967
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,All Fixed Wireless,0.985494505,0.954725275,0.954725275,0.695824176,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,All Fixed Wireless,0.994285714,0.948131868,0.948131868,0.706373626,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Licensed Fixed Wireless,0.985494505,0.954725275,0.954725275,0.695824176,0.000000000,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Licensed Fixed Wireless,0.994285714,0.948131868,0.948131868,0.706373626,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,R,Other,0.000000000,0,0,0,0,0
Urban,Census Place,2462850,Poolesville,"Poolesville, MD",2275,B,Other,0,0,0,0,0.000000000,0
Urban,Census Place,2463300,Potomac,"Potomac, MD",20833,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.686746988
Urban,Census Place,2463300,Potomac,"Potomac, MD",20833,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.686794989
